,manhattan,tip,dist,speed,pass
2277499,1,1,1,2,2
2277539,1,3,2,4,1
2278437,1,1,6,3,1
2278514,1,1,5,4,2
2278581,1,1,2,2,1
2278676,1,3,2,1,1
2278882,1,4,3,2,1
2279071,1,1,2,2,2
2279718,2,4,1,1,3
2279758,1,3,3,3,1
2279791,1,3,1,2,2
2279828,1,6,2,2,4
2279844,1,4,6,4,1
2280309,1,1,6,5,1
2280746,1,4,3,4,2
2281034,1,4,6,4,1
2281141,1,1,1,2,1
2281544,2,1,1,1,1
2281583,2,1,2,2,1
2281950,2,1,2,2,1
2282581,1,1,1,3,3
2282631,1,1,1,3,1
2282816,1,4,2,2,1
2283477,1,4,6,5,1
2283588,1,6,1,3,2
2283734,1,1,1,2,2
2285504,2,5,1,1,3
2285508,2,1,1,2,1
2285559,2,4,1,2,2
2286324,1,2,5,5,2
2286839,2,2,2,2,1
2286874,1,4,1,2,2
2286933,1,1,4,5,1
2287908,1,1,2,4,1
2288594,1,2,6,3,4
2288805,1,2,6,5,1
2289348,1,1,6,5,1
2289356,1,1,1,2,1
2290082,2,5,1,2,3
2290114,1,4,1,1,2
2290394,1,4,6,5,1
2290572,1,1,6,6,2
2290644,1,1,5,4,2
2291037,1,4,2,4,1
2291134,1,3,1,3,4
2291265,2,3,6,6,1
2291309,2,1,3,5,3
2291482,1,2,5,5,1
2291780,1,4,3,3,1
2292245,2,5,1,2,3
2292444,1,1,6,6,1
2292472,1,1,6,4,1
2292482,1,1,4,3,4
2293007,1,1,1,1,2
2293365,2,6,2,3,2
2294766,2,1,1,2,1
2294949,2,5,3,2,4
2294999,2,1,2,2,1
2295002,1,5,5,5,1
2295153,2,3,3,2,1
2295287,2,1,2,1,4
2295380,1,2,2,2,1
2296000,1,1,1,1,1
2296334,1,1,2,2,1
2296966,1,1,6,6,1
2297287,1,6,1,2,4
2297335,1,1,1,3,1
2297359,1,2,2,2,1
2297469,2,1,1,2,1
2297495,2,2,3,2,1
2298775,1,1,1,1,1
2299067,1,3,1,2,1
2299212,1,1,5,3,1
2299412,1,1,2,2,1
2299682,1,4,6,5,3
2299716,1,1,6,5,1
2299735,1,4,2,2,4
2299807,1,4,1,2,1
2300306,2,2,1,2,1
2300319,2,2,2,3,1
2300399,2,2,2,2,2
2300453,2,3,3,3,1
2300546,1,1,6,6,1
2300580,1,1,6,4,1
2301157,1,1,4,4,1
2301674,2,1,5,4,1
2301678,2,1,6,6,1
2302324,2,3,1,2,2
2302343,2,6,2,1,2
2302607,2,1,5,4,1
2302623,2,1,2,3,1
2302771,1,1,6,4,1
2303317,1,2,1,3,1
2304146,1,4,6,6,1
2304252,1,1,3,4,2
2304325,1,6,5,6,1
2304454,1,1,2,3,1
2304616,1,1,1,1,1
2305130,2,4,2,4,3
2305151,2,1,2,2,1
2305349,2,1,2,3,1
2305612,2,3,4,4,1
2305638,2,4,1,2,2
2305764,1,1,5,4,1
2306229,1,5,4,3,4
2306244,2,4,2,2,2
2306279,2,1,3,4,1
2306285,2,1,1,3,1
2306340,1,5,6,6,1
2307824,2,1,1,2,1
2307837,2,1,1,3,1
2308356,1,4,6,6,1
2308538,1,1,3,4,1
2308948,2,4,5,4,1
2308950,2,4,4,4,4
2309492,1,3,6,6,1
2309771,1,1,1,2,4
2310175,1,1,1,3,1
2310273,2,1,2,3,1
2310724,2,4,2,3,1
2312502,1,1,1,3,1
2312703,2,1,2,2,1
2312724,2,2,3,3,1
2312949,2,1,1,2,1
2313722,1,4,1,1,1
2314862,1,1,1,4,3
2315268,1,1,6,6,1
2315498,2,3,2,4,2
2315861,2,4,3,5,1
2316026,1,3,5,5,1
2316663,2,1,1,2,1
2316958,1,1,2,2,1
2317908,2,5,3,4,4
2317967,2,1,1,1,2
2317978,1,1,1,2,1
2318196,2,3,1,3,2
2318743,1,2,2,4,1
2319000,1,1,1,2,1
2319986,1,1,2,3,2
2320682,2,4,2,4,4
2320898,2,6,1,2,4
2321291,1,1,1,3,1
2321336,1,4,1,3,1
2322326,1,3,2,3,4
2389932,1,1,6,4,1
2390535,2,3,2,1,2
2390586,1,4,3,3,3
2390636,1,4,2,2,3
2390906,1,1,3,5,1
2391410,1,5,2,3,4
2391477,1,1,1,2,1
2391660,1,1,5,3,1
2392438,1,5,6,6,3
2392452,1,5,1,3,1
2392583,1,1,1,1,1
2392744,1,5,2,2,1
2392850,1,1,6,5,1
2393229,2,3,4,2,2
2393964,1,1,6,4,2
2394324,1,1,5,6,1
2394372,2,1,1,2,1
2394866,1,1,3,5,4
2394949,2,1,6,5,2
2395522,1,1,3,6,1
2395612,2,1,4,3,1
2395709,2,2,2,2,1
2395952,2,1,1,2,1
2396124,1,1,2,2,2
2396162,1,1,5,6,1
2396458,1,3,3,2,4
2396570,2,1,2,2,1
2397076,2,4,4,2,4
2397610,1,1,6,3,2
2398444,2,1,1,1,1
2398948,2,4,1,1,2
2398978,1,5,1,1,3
2398990,1,1,4,3,1
2399114,1,1,5,5,1
2399534,1,1,1,2,4
2400013,1,1,2,2,1
2400405,1,3,4,3,1
2400679,1,1,2,3,1
2400852,2,6,2,3,1
2400903,2,2,2,1,1
2401069,2,6,1,2,3
2401077,2,1,1,1,1
2401136,2,5,1,2,4
2401696,1,3,3,1,4
2402217,2,1,4,3,1
2403589,2,2,3,2,2
2403650,1,1,5,5,2
2403983,2,1,1,1,1
2404021,2,3,1,2,1
2404127,2,1,1,1,1
2405965,2,3,1,1,2
2405980,2,4,4,3,1
2406268,2,3,2,2,3
2406290,2,1,3,3,1
2406838,1,4,2,2,1
2406871,1,1,2,2,1
2406897,2,1,3,3,1
2407029,1,5,1,2,3
2407196,1,3,1,2,1
2407439,2,1,6,3,3
2407605,1,1,4,1,1
2408076,1,6,5,5,3
2408266,1,4,2,1,4
2408618,1,4,5,4,1
2408984,2,1,1,1,1
2409317,2,3,3,2,1
2410413,1,2,1,1,1
2410562,1,4,6,6,1
2410668,1,1,6,5,1
2411271,2,1,2,2,1
2411372,1,4,2,1,1
2411559,2,3,1,2,1
2412069,1,1,2,2,1
2412324,1,1,2,4,3
2412362,1,4,5,6,1
2412429,1,4,3,2,1
2413174,1,2,6,6,1
2413293,1,1,2,2,2
2413496,1,1,1,1,1
2413586,1,1,6,5,4
2413783,1,2,2,2,1
2414526,1,4,1,1,1
2414556,1,1,6,5,1
2414564,1,1,2,2,1
2414954,1,1,6,3,1
2415149,2,2,1,2,1
2416413,2,1,2,2,1
2416466,1,3,5,5,2
2416660,2,4,5,6,1
2417546,1,1,4,3,1
2418266,1,1,5,6,1
2418410,1,1,1,2,1
2418664,1,1,2,1,1
2418679,1,1,2,2,3
2419140,2,2,4,4,2
2419365,2,1,3,2,1
2419535,2,6,2,2,4
2419613,2,1,1,2,1
2419724,1,6,2,3,4
2419773,1,6,3,2,1
2420332,2,2,2,2,1
2420388,1,4,6,3,2
2420864,2,2,6,5,1
2421668,1,6,3,3,2
2421844,2,4,2,2,4
2421917,2,3,2,2,2
2422044,1,1,4,2,3
2422116,1,1,6,5,1
2422468,2,1,1,4,4
2422487,2,3,4,3,1
2423558,1,4,4,6,1
2424541,2,4,2,2,2
2424797,2,4,1,2,3
2425178,1,3,6,6,3
2425472,2,4,1,2,2
2426092,2,5,6,5,1
2426114,1,4,6,6,1
2426253,1,1,5,6,1
2426741,2,3,2,2,2
2426772,2,3,2,2,1
2426781,2,3,2,3,2
2426984,2,1,2,2,2
2427026,2,1,3,3,1
2427266,1,1,5,5,1
2428759,1,3,6,6,1
2428868,1,1,4,2,1
2429762,2,2,1,2,1
2429877,2,4,3,4,1
2429906,2,4,1,2,2
2429978,2,2,2,4,1
2430009,2,1,1,2,1
2430146,1,1,5,4,1
2430702,2,3,2,2,2
2431102,1,1,1,2,1
2431730,1,1,6,6,1
2431739,1,1,2,3,1
2431952,2,2,1,1,1
2432050,1,1,3,4,1
2432210,2,1,3,4,1
2432213,2,3,1,2,3
2432882,1,1,2,3,1
2432988,1,1,4,6,1
2432989,1,1,3,4,1
2433262,1,2,6,6,4
2433943,1,1,6,6,1
2434447,1,4,4,4,2
2434948,2,1,1,2,1
2435125,2,3,1,2,2
2435140,2,1,2,2,1
2435164,2,1,3,4,1
2435197,2,2,2,2,2
2435212,2,2,5,4,4
2435312,1,1,1,1,1
2435822,1,1,1,1,2
2436455,2,1,5,5,1
2436502,1,1,6,6,1
2436668,1,1,6,6,1
2437068,2,3,2,3,2
2437425,2,1,1,2,1
2437437,2,2,1,2,1
2437596,1,1,4,6,1
2438044,2,1,4,3,1
2438210,1,1,3,6,2
2438317,1,1,3,3,4
2438335,1,4,2,2,1
2438517,2,3,2,4,1
2438546,2,3,4,6,1
2439036,1,1,2,6,1
2439322,1,1,2,6,1
2439765,1,1,1,3,4
2440130,2,1,1,3,1
2440309,2,1,1,2,1
2440557,1,1,1,1,2
2441028,2,3,2,3,2
2441069,2,2,1,3,1
2441604,2,4,6,6,1
2441882,1,4,6,6,1
2442116,1,1,4,6,1
2442252,2,3,2,3,1
2442290,2,4,1,2,2
2442292,2,2,1,2,1
2442406,1,1,4,2,1
2442537,2,3,3,3,3
2443358,1,1,1,3,1
2443461,1,1,6,5,1
2443875,1,1,2,6,1
2444365,1,1,1,2,3
2444959,1,5,2,2,1
2445317,2,1,2,3,1
2445623,2,1,2,2,1
2445668,1,1,2,1,2
2445669,1,1,2,1,1
2446058,1,1,4,4,4
2514682,1,6,2,3,1
2514916,2,1,3,3,1
2515015,1,1,1,2,1
2515117,2,2,1,2,1
2515230,2,1,2,1,1
2515720,1,1,2,2,1
2515761,2,2,2,1,1
2515861,1,4,2,3,1
2516364,1,4,6,5,2
2516959,1,1,3,3,1
2517266,1,4,6,5,1
2517894,2,1,1,1,1
2518181,2,4,3,2,1
2518191,2,3,2,2,1
2518264,1,1,3,2,1
2518785,2,1,2,1,1
2519263,1,1,3,3,1
2519316,1,3,5,4,3
2519365,2,2,6,3,1
2519579,1,5,5,3,1
2520945,2,2,2,1,1
2521449,2,4,4,1,1
2521461,2,3,2,1,1
2521493,2,3,2,1,2
2522314,1,5,1,1,1
2522862,2,2,1,1,1
2522879,2,1,6,1,2
2523324,2,1,4,2,1
2523458,1,3,5,2,4
2523636,1,5,6,4,4
2523674,1,4,6,4,1
2524007,2,2,3,2,1
2525119,1,1,1,2,1
2525310,2,4,1,1,3
2526141,2,4,1,1,3
2526678,2,2,4,1,1
2526876,1,1,6,3,1
2528042,2,5,2,3,3
2528406,2,5,1,1,3
2530421,2,1,2,1,1
2530567,1,3,1,1,3
2530756,2,3,2,3,1
2530874,1,6,4,2,4
2531325,2,2,1,1,1
2531556,1,1,2,3,1
2531820,2,1,2,3,1
2533444,2,2,1,1,1
2533557,2,5,4,2,1
2534220,1,1,6,5,4
2534631,1,1,1,2,4
2534824,1,3,1,1,1
2535140,1,3,3,4,1
2535157,1,3,3,4,1
2535677,2,5,2,2,4
2535893,2,1,1,1,1
2536471,1,4,2,1,2
2536655,1,1,1,2,1
2536727,1,4,2,2,1
2536812,1,1,5,2,1
2537532,1,5,4,4,1
2537820,1,1,4,4,1
2538589,2,4,2,1,2
2539226,1,4,6,4,1
2539533,2,3,2,1,1
2540829,2,1,2,3,1
2540855,2,2,2,1,1
2541074,2,1,2,1,2
2541087,2,5,2,1,3
2541105,2,1,1,1,1
2541242,1,2,4,5,1
2541610,1,6,2,2,1
2541681,2,5,2,2,2
2541780,1,3,6,3,2
2543402,1,1,5,4,1
2544061,2,1,2,2,1
2545197,1,3,1,1,1
2545322,2,5,5,4,3
2545335,2,1,6,3,2
2545563,1,1,1,2,2
2545983,2,4,1,1,2
2546000,2,3,1,1,2
2546055,2,1,2,1,1
2546330,2,2,2,1,1
2546426,1,1,4,4,1
2546903,2,4,4,2,1
2548952,2,1,1,1,1
2549314,1,1,1,1,1
2549972,1,1,1,1,4
2550348,1,1,6,4,2
2550538,1,2,5,5,1
2551088,1,6,3,4,1
2551125,2,2,2,2,1
2551268,1,1,3,3,4
2551404,2,1,1,2,1
2551439,2,1,5,3,2
2551473,2,3,1,1,2
2551476,2,1,1,2,1
2551518,2,1,2,1,1
2551978,1,2,2,2,1
2551990,1,1,2,2,1
2552114,1,1,2,3,1
2552552,2,1,4,4,1
2553444,1,1,5,4,4
2553516,1,1,5,4,1
2553964,2,1,1,2,1
2554182,2,1,1,1,1
2554424,2,1,1,1,1
2554508,1,1,2,2,1
2555114,2,1,1,1,1
2555649,2,3,6,6,1
2556200,1,5,2,2,1
2556218,1,1,6,6,2
2556373,2,5,1,2,3
2556423,2,3,2,1,2
2557741,2,6,3,4,1
2557756,2,1,1,2,1
2558162,1,1,6,5,1
2558310,1,4,6,6,1
2558398,1,2,2,4,1
2558594,1,1,5,4,1
2558916,1,2,6,6,1
2559109,2,2,3,3,1
2559320,2,1,1,1,1
2560700,1,2,1,3,1
2561042,1,3,2,3,3
2561565,2,3,2,3,1
2562417,2,1,2,3,1
2563418,1,3,5,6,1
2563524,1,4,3,3,1
2563701,1,1,1,1,2
2564333,2,1,4,4,1
2564354,1,1,6,5,1
2564876,1,1,2,2,1
2565444,2,4,2,2,3
2565874,1,4,4,3,1
2566062,2,5,5,6,1
2566246,1,6,2,3,1
2566279,1,3,5,6,1
2567029,2,1,1,1,1
2567196,1,1,4,3,1
2567340,1,1,6,5,1
2567604,2,6,1,1,3
2567918,1,4,3,2,1
2568682,1,4,6,6,1
2568709,1,4,5,6,1
2568741,1,3,6,5,1
2568806,1,4,2,3,1
2568854,1,1,1,3,4
2569472,2,1,2,2,1
2569751,2,2,1,1,1
2569871,2,3,1,1,3
2570096,1,3,1,1,1
2570109,1,4,3,3,1
2570624,2,3,1,1,1
2570670,2,1,2,2,1
2570940,1,1,6,3,1
2638692,1,2,6,6,3
2639090,1,3,6,4,1
2639196,1,1,6,6,1
2639317,2,6,1,1,4
2639356,2,4,2,1,2
2639601,2,2,1,2,1
2640151,1,4,2,3,2
2641284,1,1,2,3,1
2641317,1,5,6,5,1
2641610,1,1,6,3,1
2641644,1,1,5,4,1
2641788,1,1,6,6,4
2642408,2,4,1,1,2
2642743,1,3,2,2,1
2643182,1,1,1,2,1
2643205,2,2,1,1,1
2643246,2,1,2,2,1
2643815,2,4,6,3,1
2644053,1,2,3,3,1
2644466,2,4,1,1,2
2644479,2,5,1,1,3
2644501,2,3,1,1,2
2644559,2,5,1,2,1
2644596,1,3,6,3,1
2644784,2,1,1,1,1
2644989,1,6,3,2,3
2645415,2,2,2,2,1
2645865,2,4,4,3,3
2646487,1,2,4,2,1
2647453,2,1,2,1,1
2647493,2,1,2,1,1
2647647,2,4,2,2,2
2647736,2,1,1,1,1
2647802,1,1,5,4,1
2647837,1,1,4,3,2
2648124,1,1,6,5,1
2648429,2,2,1,2,2
2648872,1,2,2,1,1
2649023,2,5,1,3,2
2649060,1,1,6,6,1
2649896,2,2,2,2,1
2650599,2,1,2,2,1
2650677,1,2,1,2,1
2650749,1,1,1,2,2
2651546,1,2,5,3,1
2651757,1,1,1,1,2
2652421,2,5,3,2,3
2652479,2,4,1,1,2
2652671,2,4,2,3,3
2652853,2,1,1,1,1
2653039,1,4,1,1,2
2653613,2,2,1,2,2
2654218,1,1,3,3,2
2654796,2,1,2,1,3
2654805,2,4,2,2,3
2654964,1,6,6,3,1
2655084,2,1,1,2,1
2655198,2,4,2,1,4
2655684,1,2,6,4,1
2656802,1,2,5,4,1
2657143,1,1,2,2,1
2657484,1,4,6,4,3
2657965,2,2,3,1,1
2658148,2,1,1,1,1
2658791,2,1,3,3,1
2659981,2,4,1,1,2
2660015,2,1,2,2,1
2660092,2,4,1,1,2
2660093,2,2,2,2,1
2660917,2,1,1,2,1
2660954,2,3,3,2,3
2661084,1,1,4,3,1
2662006,1,1,6,5,1
2662164,1,3,5,3,2
2663144,2,3,1,1,1
2663820,1,2,6,5,1
2663858,1,1,2,4,1
2664789,1,1,3,4,1
2665044,1,2,6,6,1
2665064,1,1,1,2,1
2665306,1,3,1,2,2
2666018,1,2,4,5,3
2666038,1,4,2,2,1
2666135,2,3,4,3,1
2666412,1,1,5,4,4
2666604,2,4,2,2,1
2668367,2,1,1,2,1
2668413,2,6,1,2,2
2668556,1,5,2,2,1
2669042,1,5,3,4,2
2669566,1,1,1,2,2
2669940,1,3,5,4,4
2670383,2,5,2,2,3
2670389,2,2,2,1,1
2670479,2,1,1,2,1
2670490,1,2,1,2,3
2670491,1,1,1,2,1
2670678,2,3,4,3,1
2671281,2,3,2,3,1
2671326,2,1,4,3,1
2671788,2,1,2,3,2
2672498,1,1,2,1,1
2672519,1,1,1,1,2
2672786,1,1,6,4,1
2673196,2,3,1,2,1
2673431,2,1,1,2,2
2673623,2,1,4,5,1
2674935,2,2,6,6,2
2674943,2,4,1,4,1
2675152,1,4,4,4,3
2675412,1,1,6,5,1
2675943,2,2,1,1,1
2678391,2,2,3,3,1
2678552,2,4,1,1,2
2678773,2,1,1,2,1
2678812,2,1,4,5,1
2678940,1,1,6,4,1
2678960,1,3,1,1,1
2678973,1,1,3,2,1
2680183,1,1,4,5,1
2680716,2,6,2,1,1
2681111,2,6,3,2,4
2681117,2,2,1,1,1
2681653,2,5,1,3,3
2681858,1,4,4,4,1
2681890,1,1,1,2,1
2682578,1,1,5,5,1
2682612,1,1,3,5,1
2682650,1,1,5,5,2
2683116,1,1,6,5,2
2683965,2,3,1,1,2
2684628,1,1,5,5,1
2685248,2,1,6,5,1
2685488,1,4,5,2,1
2685897,2,6,1,1,4
2686010,2,1,1,1,1
2686087,1,5,1,2,3
2686256,2,1,1,1,1
2686319,2,1,2,2,2
2686970,1,1,2,5,1
2687796,1,1,2,4,4
2688962,2,1,1,1,1
2689191,2,2,1,2,1
2689208,2,3,1,1,1
2689328,1,4,1,1,1
2689861,2,3,1,1,1
2689911,2,2,1,1,1
2689989,1,2,1,1,4
2690203,1,5,1,6,1
2690432,2,4,6,5,3
2690696,1,5,6,5,1
2691157,2,3,1,1,2
2691423,2,4,2,2,2
2692020,2,1,1,1,1
2692117,1,1,1,2,1
2692540,2,3,1,1,2
2694333,2,1,1,1,1
2694392,2,5,1,2,3
2694486,1,1,6,2,1
2695053,2,5,2,1,3
2763200,1,1,2,2,2
2763226,1,4,5,4,1
2763415,1,1,6,3,1
2763661,2,1,1,1,1
2763729,2,4,1,1,2
2763986,2,1,3,3,1
2764634,2,4,3,2,2
2764892,1,1,2,2,1
2765234,1,1,4,5,1
2766592,1,4,5,4,1
2766680,2,2,1,1,1
2766824,2,1,1,1,1
2767052,1,1,2,2,1
2767096,1,5,4,3,1
2767379,1,5,1,2,4
2768042,1,3,3,3,1
2768743,1,3,2,1,1
2769220,2,2,2,3,1
2769878,1,4,2,4,1
2770293,2,2,2,2,1
2770319,2,1,5,3,1
2770596,1,1,6,5,1
2770812,1,1,3,3,1
2772063,2,3,2,2,2
2772080,2,1,2,2,1
2772152,2,1,1,1,1
2772196,2,3,1,1,1
2772324,1,1,5,3,1
2772839,2,1,3,2,1
2772846,2,4,2,1,3
2773332,1,6,6,4,2
2773442,1,1,6,5,1
2773476,1,1,6,6,4
2774429,2,2,1,2,1
2775002,2,4,3,2,4
2775023,2,1,1,2,1
2775527,2,1,1,5,1
2775557,1,5,1,1,1
2776034,1,3,6,4,3
2777308,2,1,3,2,3
2777337,2,1,1,2,1
2778084,1,1,6,3,1
2778602,2,6,6,3,4
2779092,1,4,6,5,2
2779263,2,1,1,1,1
2779343,2,3,2,1,1
2779380,1,4,6,3,1
2779607,2,3,3,2,2
2782016,2,6,2,2,3
2782061,2,1,4,4,1
2782276,2,5,1,1,2
2782415,2,2,1,2,1
2782439,2,1,2,2,1
2782461,2,4,1,1,2
2782562,2,2,1,1,1
2782639,1,4,1,1,2
2783223,2,6,1,1,4
2783647,1,1,3,4,1
2783734,1,1,3,3,4
2784797,2,4,1,1,2
2784807,2,2,1,1,1
2785268,1,2,1,1,1
2785878,2,1,4,4,1
2786708,1,1,2,2,1
2787205,2,5,3,2,3
2787429,2,2,3,2,1
2787602,2,2,1,2,1
2788352,2,1,1,1,1
2789138,1,3,3,4,1
2789596,2,4,3,1,1
2789618,2,4,1,1,2
2789687,2,2,2,2,1
2789786,1,3,6,4,3
2789877,2,1,1,1,1
2789980,2,1,2,1,1
2790180,1,3,6,6,1
2790501,1,1,2,2,1
2790525,2,1,1,2,1
2790556,2,3,4,3,1
2790671,1,1,1,2,2
2790847,1,1,2,2,4
2791260,1,1,5,4,1
2791653,1,1,6,5,3
2792385,2,5,2,2,3
2792430,2,3,1,1,2
2792817,2,2,2,2,2
2792901,2,1,4,3,1
2792930,2,6,1,1,4
2793204,1,4,6,6,1
2794175,2,1,2,2,1
2794644,1,1,6,6,2
2794952,1,4,1,1,1
2795279,1,5,1,3,4
2795685,1,3,2,2,1
2795762,1,2,2,3,1
2795782,1,1,1,1,1
2796213,2,1,2,2,1
2796554,1,5,5,5,1
2796698,1,1,5,5,1
2796732,1,1,2,6,1
2797255,1,1,6,6,2
2797581,2,1,4,4,1
2797830,2,1,1,1,1
2797983,2,2,2,2,1
2798072,2,1,1,1,1
2798111,2,3,1,1,2
2798200,1,3,4,3,1
2798720,2,4,1,1,2
2799296,2,1,6,5,1
2799452,1,1,4,6,1
2799524,1,4,4,5,4
2799573,1,3,3,4,1
2799990,2,4,1,1,2
2801013,1,2,1,1,1
2801026,1,1,4,4,1
2801196,1,1,6,4,1
2803023,2,3,1,1,2
2803034,1,1,6,6,4
2803301,2,1,3,3,1
2803949,2,6,1,2,4
2803950,2,4,2,1,2
2803990,1,1,3,3,2
2805084,1,1,6,6,1
2805132,2,2,2,1,1
2805205,2,4,1,2,2
2805246,2,1,1,1,1
2806084,2,1,1,1,1
2806202,1,1,3,4,1
2806614,2,4,4,4,1
2808165,2,2,3,2,1
2808280,1,1,5,6,1
2808484,2,2,1,1,1
2808645,1,1,3,3,2
2809514,1,6,3,3,1
2809709,2,3,5,4,4
2809892,1,2,4,6,2
2810162,1,1,6,5,1
2810357,2,1,2,1,1
2810458,1,2,1,1,3
2810692,2,3,2,3,4
2811190,1,4,2,2,1
2811293,2,1,1,2,1
2811407,1,1,1,2,1
2813166,2,4,1,1,2
2813690,1,1,5,4,1
2814261,1,1,5,6,1
2814373,1,4,4,2,1
2814848,2,2,6,5,2
2814922,1,1,4,3,1
2814986,1,1,6,3,1
2815020,1,1,6,4,1
2815612,2,1,2,1,1
2815788,2,6,1,2,4
2815797,2,2,1,2,3
2815861,2,3,1,2,1
2816474,2,2,3,2,1
2817252,1,1,6,5,3
2817398,1,1,3,5,4
2817540,1,6,2,3,2
2818564,2,3,1,2,2
2818708,2,5,1,1,1
2818710,2,1,1,1,1
2818812,2,2,4,2,1
2818853,2,6,3,2,2
2818871,2,4,1,2,1
2818936,1,4,4,4,1
2819456,2,1,1,1,1
2819495,2,6,3,2,3
2819916,1,4,6,4,2
2820037,2,6,3,3,1
2820087,2,5,4,3,3
2820095,2,6,1,1,1
2888002,1,2,3,4,1
2888144,2,2,1,1,1
2888291,1,1,1,1,1
2889028,2,2,1,2,1
2890174,1,1,2,2,3
2890919,2,3,1,1,1
2890943,2,4,1,2,1
2891286,2,3,1,1,1
2891565,1,5,1,6,1
2892037,2,1,1,1,1
2892458,1,3,2,4,1
2892613,2,1,2,2,4
2892654,2,3,2,2,2
2892780,1,1,6,5,1
2892818,1,6,2,2,1
2893319,2,1,1,1,4
2893616,2,4,1,1,2
2893620,2,3,1,2,2
2894193,2,1,2,3,1
2894397,1,1,2,3,2
2894735,2,4,5,4,1
2895156,1,6,2,4,4
2895194,1,4,6,4,2
2895957,1,4,3,2,2
2896463,2,2,1,2,1
2896551,2,1,1,2,1
2897709,1,6,1,3,2
2897797,2,4,6,5,2
2898441,2,1,1,1,1
2898444,2,4,3,2,1
2898586,1,1,1,2,1
2898844,2,1,3,2,1
2898951,1,1,1,3,2
2899337,1,1,2,1,1
2899376,2,6,2,2,3
2899880,2,3,4,3,1
2901060,1,1,6,5,2
2901079,1,1,2,2,1
2901287,2,1,1,1,1
2901722,2,2,2,2,1
2901735,2,4,1,2,2
2902404,2,1,2,1,1
2902747,1,1,1,1,1
2903022,2,1,6,4,1
2903148,1,1,6,6,1
2903194,1,4,5,4,1
2903669,2,1,2,1,1
2903679,2,1,1,1,1
2903834,1,1,6,3,3
2903985,2,2,1,2,1
2904156,1,1,3,3,1
2904573,2,1,1,2,1
2904646,1,1,1,1,1
2904698,1,4,3,3,1
2906244,1,6,5,3,1
2906445,2,4,4,3,1
2906478,2,4,1,1,3
2906649,2,1,1,1,1
2907002,1,2,5,4,1
2907020,1,2,2,2,1
2907128,1,1,1,1,1
2907933,1,1,3,2,1
2908378,1,4,5,6,1
2908808,2,1,1,1,1
2908999,1,5,1,1,1
2909306,1,1,4,5,1
2909412,1,6,6,6,1
2909764,2,1,1,2,1
2910252,2,4,2,2,1
2910636,1,1,6,6,1
2911140,1,2,5,3,3
2911178,1,5,6,3,1
2911744,1,1,5,4,2
2911900,1,1,1,1,2
2912022,2,2,1,1,1
2912103,2,4,1,2,3
2912220,1,1,6,4,1
2912248,1,1,4,2,1
2913333,1,1,2,2,1
2913588,1,3,5,5,1
2913967,1,1,3,5,1
2914868,1,1,1,2,1
2914917,1,4,1,2,4
2914974,2,4,3,3,3
2916110,1,1,1,2,1
2916434,1,1,6,4,1
2916468,1,1,4,6,1
2916631,1,6,3,3,1
2916820,2,4,6,4,4
2917071,2,2,1,1,1
2917348,2,1,1,1,1
2917388,1,1,2,2,1
2917404,1,1,6,4,1
2917952,2,4,1,1,2
2918628,1,1,6,6,1
2918756,1,5,4,5,2
2919160,1,2,6,5,2
2919290,2,1,1,1,1
2919420,1,1,5,3,1
2919506,2,1,2,3,1
2920356,1,4,2,5,1
2920710,1,1,1,3,1
2921438,1,4,1,6,1
2921546,1,1,6,5,3
2922039,2,2,3,3,1
2922244,2,3,1,2,2
2922255,2,1,1,1,1
2922300,1,4,6,5,3
2922455,2,4,4,3,1
2922489,2,3,1,1,1
2922986,1,1,5,6,1
2923269,1,1,1,1,1
2924361,2,1,1,1,1
2924474,2,2,1,1,1
2924551,1,5,2,1,4
2924668,2,4,2,1,4
2924766,2,3,2,1,2
2926730,1,1,6,2,1
2927727,2,3,2,2,1
2928365,2,2,1,1,1
2929545,2,4,1,1,2
2930114,1,3,5,6,4
2931194,1,4,6,4,4
2932396,2,4,1,2,2
2932588,2,4,3,1,4
2932613,2,1,2,3,1
2932757,2,1,3,3,1
2932956,1,1,6,2,1
2933950,1,1,1,2,2
2934085,2,1,4,3,1
2935060,2,1,4,2,1
2935748,1,4,2,2,1
2936168,2,6,4,3,4
2936800,1,1,6,6,1
2937170,1,3,6,1,3
2937580,2,3,1,2,1
2937797,2,1,2,2,1
2937818,1,1,6,6,1
2938053,2,5,2,1,1
2938084,2,1,1,1,1
2938095,2,3,3,2,2
2938140,1,2,6,3,1
2938630,1,1,4,4,1
2938644,1,1,6,6,1
2938788,1,1,6,3,3
2939985,2,2,1,1,1
2940026,2,4,1,1,2
2940117,1,1,4,3,1
2940788,1,1,1,2,1
2940849,2,1,2,3,1
2940852,2,5,1,1,3
2940950,1,1,2,5,2
2941922,1,1,6,6,4
2942061,1,1,1,2,1
2942765,2,2,4,2,2
2943540,1,1,6,5,1
2944319,1,3,2,3,1
2944334,1,4,2,3,1
3012085,1,1,1,1,1
3012489,2,1,1,1,1
3012599,2,4,2,2,3
3012602,2,1,1,1,1
3012604,2,6,1,1,4
3012660,1,3,6,4,2
3013400,1,1,2,2,1
3013729,1,1,1,1,1
3013974,2,1,5,2,1
3014570,1,2,1,2,3
3015362,1,1,5,5,1
3015551,2,1,2,3,1
3015554,2,1,1,2,1
3015558,2,1,1,2,1
3015729,2,1,2,2,1
