,manhattan,tip,dist,speed,pass
786434,2,1,1,1,1
786750,1,1,2,2,1
786861,1,1,1,2,2
787328,2,4,1,1,2
787789,1,5,3,2,4
787790,1,1,1,2,1
787950,2,4,4,2,2
787970,1,4,6,3,1
788176,1,3,5,3,1
788565,2,2,2,2,1
788625,2,5,1,1,2
788669,2,1,2,1,1
788724,1,1,6,3,1
788841,2,4,2,2,1
788956,2,3,2,1,2
789050,1,4,3,2,4
789444,1,2,6,3,1
791581,2,4,2,1,3
791759,2,4,1,1,3
791869,2,1,2,2,1
791909,2,4,3,2,1
793127,2,2,6,3,1
793791,2,6,1,1,4
793813,2,3,1,1,2
793850,2,4,1,1,2
793946,1,4,6,3,1
794024,2,3,3,2,3
794617,1,1,1,1,1
794676,2,1,1,1,2
794845,1,1,2,3,2
795564,1,1,6,5,1
796815,2,4,1,2,2
796989,2,1,1,1,1
797546,1,4,4,3,1
797697,2,1,2,1,1
798273,2,5,6,5,2
798335,2,1,2,3,1
798964,2,2,1,1,1
798966,2,4,1,1,2
799038,2,2,1,1,1
799209,2,3,3,3,2
799418,1,2,3,4,1
799831,1,2,2,3,3
800015,1,1,1,1,1
800028,1,1,3,2,1
800962,1,4,2,6,1
801036,1,4,5,3,1
801094,1,1,3,2,1
801506,1,1,6,3,2
801772,2,2,2,2,2
801964,2,1,5,5,1
803182,1,6,5,3,1
803456,2,4,6,5,3
803719,1,2,5,6,1
804148,2,2,1,1,1
804149,2,1,2,1,1
804708,1,1,5,4,1
805029,1,1,1,2,2
805126,1,4,1,2,4
805356,1,4,5,4,1
805637,1,1,1,1,1
806122,1,5,6,4,2
806146,1,4,1,3,1
806167,1,4,6,5,1
806278,1,4,3,3,1
806293,1,2,2,3,1
807348,2,1,1,1,1
807608,1,4,1,1,1
808109,2,4,1,1,2
808543,1,6,3,2,4
808562,1,1,2,4,1
808645,2,5,6,5,3
808870,1,1,2,4,1
809423,2,3,1,2,1
809581,2,3,1,2,2
809618,2,3,2,3,1
809694,2,3,2,2,1
809892,1,1,6,6,2
810684,1,1,5,2,1
810772,2,2,4,4,3
811639,1,1,2,1,4
812162,1,1,5,4,1
812313,2,1,1,1,1
812772,1,4,5,4,1
813252,2,3,2,2,1
813311,2,1,1,1,1
813349,1,4,5,3,1
814087,1,4,5,5,1
814517,2,3,2,1,2
814545,2,1,1,1,1
814586,2,2,1,1,1
814805,2,2,1,1,1
814871,2,4,3,2,1
816515,1,1,2,2,1
817285,2,3,3,2,1
817325,2,1,4,3,1
817335,2,4,3,4,3
817535,2,1,2,3,1
817684,2,2,1,2,1
817751,2,4,4,4,1
817784,2,1,1,1,1
817839,2,1,2,2,1
818433,2,1,2,1,1
818878,1,2,1,2,2
818950,1,1,6,4,4
819108,1,1,6,6,1
819578,1,1,6,5,1
819728,2,5,1,1,3
819783,2,2,2,1,1
819944,2,5,3,2,4
820029,2,1,1,2,1
820071,2,3,1,1,1
820631,2,3,4,3,2
821686,1,1,6,6,2
821773,1,4,3,5,2
822484,2,1,5,2,1
823682,1,1,5,3,1
824770,1,1,3,4,1
824916,2,2,3,2,1
826236,1,1,3,5,1
826325,2,1,2,3,1
826408,1,1,3,2,1
826596,1,1,6,3,2
828506,1,1,6,4,1
828846,2,2,2,1,1
897012,1,6,5,4,4
897300,1,1,6,5,4
897492,2,4,2,1,4
897532,2,2,1,1,1
897596,1,1,2,1,1
897634,1,4,1,2,2
898328,1,4,2,2,3
898352,2,6,2,2,4
898407,2,2,2,2,1
898503,1,4,1,1,4
899172,1,1,6,5,1
899493,1,4,6,4,1
899604,1,1,6,3,1
899983,1,4,4,2,4
900002,1,2,6,3,1
900266,2,1,2,2,1
900733,2,6,2,1,4
900741,2,1,3,2,1
901298,1,2,3,2,2
901422,2,2,2,1,1
901504,1,1,1,1,1
902198,1,4,2,4,2
902408,1,1,2,2,4
902644,2,3,1,1,2
902756,1,3,2,2,1
902908,2,1,1,2,1
902927,2,1,5,2,1
903710,1,4,1,2,1
904231,1,1,5,3,1
904672,1,4,6,3,1
905452,2,1,1,2,1
905690,1,1,6,4,1
905813,2,4,3,3,1
906103,1,5,1,1,1
906300,1,4,6,5,2
907058,1,1,4,3,1
907182,2,6,6,3,4
907366,1,3,2,3,1
907804,2,4,3,2,1
907901,2,2,2,2,1
907940,1,1,2,3,1
909225,2,2,4,2,1
909886,1,1,2,3,1
910847,2,4,2,3,2
910996,2,4,1,1,3
911116,2,4,4,3,1
913023,2,1,1,1,1
913085,2,4,2,2,3
914032,1,1,2,1,1
914408,2,1,4,3,1
914412,2,4,2,1,1
915815,2,3,1,1,2
915818,2,2,2,3,1
916178,2,3,1,2,2
916280,2,2,1,1,1
916284,2,1,4,3,1
916928,2,6,1,1,3
916974,2,1,2,1,1
917746,1,2,5,4,1
918157,2,2,1,1,1
918196,2,1,1,1,1
918215,2,2,2,1,2
918224,2,1,1,1,1
918362,1,4,6,3,4
918672,1,1,1,1,1
919088,2,2,2,1,1
919134,2,4,3,2,4
919221,1,3,1,1,3
919247,1,3,1,3,2
919298,1,1,4,3,4
919634,2,1,4,4,1
920301,1,2,2,3,1
920326,1,1,3,3,1
920373,1,1,1,2,3
920468,1,4,2,2,1
921477,2,1,4,2,1
921636,1,1,4,5,1
922198,1,4,2,1,1
922701,2,5,6,6,1
922898,1,4,1,1,1
922960,1,6,4,3,4
923408,2,3,1,1,2
923482,1,2,1,1,1
923741,2,3,1,2,3
923856,1,1,1,1,4
924318,2,1,3,3,1
924327,2,1,2,2,1
924986,1,1,6,5,1
926415,2,1,1,1,1
926711,2,1,1,1,1
926734,1,1,4,3,2
926840,1,5,1,1,1
928370,1,1,6,6,1
928564,2,4,1,1,2
928637,2,1,3,2,1
928692,1,1,6,4,1
928701,1,1,2,2,4
929498,2,4,3,2,1
929502,2,1,3,3,2
929575,1,1,5,4,3
930695,1,1,1,1,1
931583,2,1,3,3,1
931588,2,1,1,1,1
931610,1,1,6,4,1
931727,2,3,1,1,2
931732,2,4,1,1,2
931743,2,2,2,2,1
933333,1,1,3,3,1
933993,2,2,2,2,3
933996,2,4,1,2,3
933997,2,2,1,2,2
934103,2,6,3,2,4
934308,1,2,6,6,1
935426,1,1,5,6,4
936127,1,1,3,2,1
936729,2,2,1,1,1
936945,2,1,2,2,1
936999,2,1,1,2,1
937116,1,5,6,4,1
937727,2,4,1,1,1
937980,1,1,3,4,1
938484,1,4,5,5,4
938772,1,3,6,6,3
938951,2,6,2,1,1
939044,1,1,3,4,2
939294,2,2,2,2,1
939813,1,3,1,2,1
940860,1,1,3,4,1
940906,1,1,6,3,1
941527,1,1,2,1,1
941916,2,5,3,2,1
942129,2,4,2,2,3
942133,2,3,1,2,2
942183,2,3,1,2,2
943327,1,3,3,2,2
943487,2,6,2,6,2
944047,1,3,4,6,1
944073,2,1,1,1,1
944148,2,2,3,2,1
944361,2,4,3,2,1
944364,2,2,1,1,1
944436,2,5,1,2,3
944471,2,1,3,2,1
945605,1,1,1,1,1
946116,1,5,2,6,1
946174,1,3,2,2,2
946226,1,1,2,3,1
947135,2,4,2,2,2
947142,2,1,1,1,1
947282,2,3,1,2,1
947284,2,3,1,1,1
947517,1,1,3,2,1
948564,1,1,5,3,1
948609,2,1,6,5,1
948871,1,5,5,4,2
949374,2,3,1,2,1
949437,1,3,2,1,1
949564,2,4,2,2,1
949679,2,1,1,2,1
949840,1,1,1,3,1
950236,2,3,2,2,1
950697,2,1,4,5,1
950762,1,1,4,3,1
951405,1,4,1,2,4
952335,2,1,1,1,1
952496,2,2,2,2,1
952540,2,2,4,3,1
952956,1,1,4,5,1
953236,2,3,3,2,1
953255,2,3,3,3,1
953855,2,3,1,2,1
1021909,2,2,1,1,1
1022004,1,1,6,4,1
1022724,1,2,6,4,1
1022772,2,1,1,2,2
1023588,1,1,6,6,1
1023949,1,5,1,2,1
1024168,1,2,1,1,1
1024645,2,1,3,2,1
1024900,2,5,1,2,3
1025189,2,2,3,2,1
1025642,1,1,4,5,1
1025805,2,3,2,2,2
1025855,2,3,1,2,1
1026541,1,4,6,2,1
1026640,1,4,5,3,2
1026919,1,4,2,3,2
1027101,2,4,2,2,2
1027154,1,1,5,3,1
1027304,2,3,2,2,3
1027349,2,2,1,2,2
1027421,2,1,1,2,1
1027476,1,2,6,6,2
1028007,2,3,2,2,2
1028252,1,5,2,2,2
1028844,1,3,6,5,1
1029323,1,1,1,1,2
1030106,1,4,6,5,1
1030184,2,1,1,1,1
1030295,2,3,4,4,1
1030383,2,2,2,2,1
1031292,1,1,3,3,1
1031615,2,6,1,2,1
1031752,1,1,6,3,1
1032263,2,6,4,3,2
1033136,2,3,3,2,1
1033296,1,1,2,2,1
1033346,1,4,5,3,1
1033436,1,4,2,1,1
1033695,2,1,3,3,1
1034388,1,3,5,4,4
1034579,1,1,1,1,1
1035225,2,6,1,1,4
1035228,2,4,2,1,1
1035369,2,4,1,1,3
1036180,2,3,2,2,1
1036202,2,1,1,1,1
1036226,1,5,5,3,3
1036836,1,1,6,6,1
1037013,1,1,4,4,1
1037498,2,6,1,1,4
1037575,1,1,1,2,1
1037685,2,3,1,1,2
1037786,2,1,2,1,1
1037789,2,2,2,2,1
1037790,2,4,2,2,2
1037916,1,2,3,3,1
1038242,1,1,4,4,1
1038295,1,1,2,2,1
1038324,2,1,1,2,1
1039357,1,1,5,6,1
1039402,1,1,6,3,1
1039572,1,1,5,4,2
1039574,1,1,1,1,1
1039716,1,4,6,3,1
1039788,1,1,5,4,1
1040237,2,4,4,3,1
1040409,2,1,1,1,1
1040450,2,3,1,1,2
1040553,2,4,2,1,2
1040596,2,1,1,1,1
1040628,2,1,1,1,1
1040796,1,5,6,4,2
1040800,1,2,1,2,2
1041390,2,1,2,1,1
1041410,1,1,4,3,1
1041788,1,1,1,2,1
1042572,2,5,2,1,4
1042740,1,1,6,5,1
1042748,1,4,2,3,1
1042759,1,2,1,1,1
1042820,1,1,1,2,1
1042900,2,1,4,3,2
1042901,2,1,1,1,1
1042972,2,6,3,1,4
1043623,1,3,5,4,1
1044013,2,3,3,4,1
1044213,1,1,4,6,1
1044272,1,4,2,2,2
1044612,1,6,1,6,3
1044683,1,1,6,6,1
1045116,1,1,6,6,1
1045637,2,1,2,2,1
1045954,1,6,1,1,4
1045964,1,1,2,2,1
1046036,1,1,2,2,2
1046583,2,2,1,1,1
1046844,1,1,3,4,1
1047765,2,3,2,1,4
1047870,2,1,1,1,1
1048086,2,1,4,3,2
1048151,2,3,3,2,1
1048263,1,5,3,4,1
1048628,1,2,1,1,2
1048692,2,1,1,1,2
1048693,2,3,1,2,1
1048732,2,2,4,4,1
1048734,2,2,4,3,2
1048860,1,1,4,2,1
1050050,1,3,5,4,3
1050228,1,2,6,6,1
1051129,1,1,2,4,1
1051522,1,3,5,3,1
1051694,1,1,1,1,1
1051994,1,1,4,5,1
1052407,1,1,4,3,1
1052551,1,4,4,4,1
1052978,2,1,1,1,1
1053071,2,1,3,1,2
1053136,1,4,4,3,1
1053359,2,1,1,2,1
1053468,1,6,4,2,2
1055051,1,1,6,4,1
1055124,1,1,5,2,1
1055301,1,1,2,2,1
1056104,2,1,1,1,1
1056249,2,1,1,1,1
1056938,2,1,1,1,1
1058192,2,2,1,1,1
1058196,2,1,2,2,1
1058525,2,2,1,1,1
1059076,2,1,2,2,1
1059102,2,1,3,2,1
1059615,2,4,3,4,4
1060202,1,3,1,2,1
1061551,1,2,1,1,1
1062100,2,2,3,3,1
1062396,1,3,3,3,1
1062886,1,1,2,4,1
1062900,1,3,5,4,3
1063420,2,4,1,1,3
1063703,2,1,3,2,1
1063907,1,1,2,6,1
1064229,1,1,2,4,1
1064241,2,5,2,3,4
1064306,1,1,2,3,1
1064342,1,1,2,3,1
1064412,1,1,5,3,2
1064764,2,1,1,2,1
1065276,1,1,5,6,2
1065314,1,5,5,6,1
1065890,1,4,6,4,1
1066679,2,1,2,2,1
1068646,1,4,5,2,1
1068852,2,5,1,2,2
1069428,2,1,1,2,1
1069524,1,1,6,6,1
1069634,1,1,3,6,1
1070282,1,3,5,4,1
1070637,1,1,2,2,2
1070662,1,1,1,2,1
1071839,2,3,1,1,1
1071938,1,1,6,3,1
1072490,2,1,1,1,1
1073296,1,2,4,4,1
1073530,1,1,1,2,3
1073714,2,6,1,1,4
1073717,2,4,2,1,2
1075643,1,1,1,1,1
1076258,1,1,6,3,1
1076716,2,4,4,2,2
1077175,1,5,1,2,4
1077633,2,1,2,1,1
1077677,2,3,1,1,2
1078111,1,3,3,3,1
1146132,1,5,6,4,4
1146575,2,1,5,3,1
1148350,1,1,1,2,1
1148423,1,1,1,1,1
1149273,2,1,1,1,1
1149416,2,1,1,1,1
1149580,2,3,4,3,2
1149664,1,1,1,3,1
1150250,2,1,1,2,1
1150829,2,1,6,5,1
1151210,1,1,4,4,1
1151624,1,6,2,2,2
1151793,2,1,1,2,1
1151796,2,4,1,2,3
1152381,2,1,1,2,1
1152468,1,5,6,5,3
1152916,2,4,5,4,2
1152938,1,1,4,3,1
1153549,1,1,1,1,1
1154052,1,2,6,3,1
1154279,2,5,1,1,3
1154456,2,3,1,1,1
1154501,2,3,2,2,3
1154639,2,5,1,2,3
1154788,2,3,1,1,1
1154935,1,2,2,1,1
1156620,2,1,2,2,1
1156689,2,3,1,2,2
1156701,2,3,2,3,2
1157690,1,1,3,3,1
1158056,2,2,4,3,1
1158444,1,1,6,5,2
1158445,1,1,5,5,4
1158647,1,4,3,5,1
1158660,1,4,2,3,1
1158770,1,1,2,3,2
1159789,2,1,3,2,1
1159826,2,6,1,2,4
1159860,2,2,1,1,1
1159974,2,6,1,1,3
1160028,1,1,6,3,1
1160580,2,4,2,2,1
1160581,2,1,1,1,1
1161074,1,1,4,3,2
1161153,2,1,6,6,1
1161415,1,5,4,4,1
1161650,1,5,6,3,1
1161813,2,5,2,2,4
1162370,1,5,5,4,1
1162711,1,1,2,3,4
1162756,2,2,1,2,1
1162822,1,3,1,2,2
1163253,2,2,1,2,1
1163772,1,1,4,3,1
1163877,1,1,6,4,1
1164824,2,1,1,1,1
1165010,2,6,1,2,4
1165182,1,1,2,1,1
1165196,1,1,2,1,1
1166378,2,6,6,5,4
1166868,1,1,6,4,1
1167069,2,3,2,3,1
1167119,2,3,3,3,1
1167189,1,4,4,4,1
1167194,1,5,6,4,4
1167292,2,1,1,1,1
1167349,2,6,1,2,2
1167660,1,1,6,6,1
1168429,2,2,3,4,1
1170013,2,3,2,1,2
1170108,1,1,6,6,1
1170297,2,4,1,1,2
1171476,1,1,5,3,1
1173170,1,2,2,4,1
1173237,1,2,1,2,1
1173780,1,2,6,4,1
1174140,1,3,3,4,1
1174245,1,1,6,5,1
1174270,1,6,1,2,1
1174317,1,1,2,4,1
1174572,1,1,6,4,3
1174977,2,2,2,2,1
1174989,2,5,4,3,2
1175236,2,1,1,1,1
1175564,1,1,2,3,1
1176133,2,1,1,1,1
1176574,1,2,1,2,1
1176743,2,6,6,6,4
1177463,2,1,2,2,1
1177562,1,1,6,4,1
1177732,2,2,2,3,1
1177775,2,4,1,1,1
1178210,1,2,3,5,2
1178293,2,4,1,2,2
1178834,2,1,4,5,1
1178847,2,3,3,4,2
1180377,2,2,1,1,1
1180684,2,1,4,4,1
1180727,2,4,1,2,1
1180802,1,1,6,3,1
1180810,1,1,1,2,4
1182420,1,1,6,6,1
1182556,2,1,3,2,1
1182612,2,2,2,3,1
1182628,2,2,4,4,1
1183682,1,3,4,5,1
1184031,2,3,4,3,2
1184868,1,1,6,3,2
1184872,1,1,1,3,1
1184940,1,1,5,5,1
1185386,2,3,2,3,2
1186500,2,4,2,1,1
1186778,1,4,4,3,1
1187209,1,5,1,2,1
1187344,1,3,5,4,1
1187650,1,3,4,4,4
1187759,2,1,2,2,1
1187764,2,6,1,1,4
1188013,2,2,2,2,3
1188794,1,6,3,4,1
1189797,1,4,6,6,2
1190340,1,1,6,5,1
1190541,2,6,4,4,1
1190591,2,2,1,1,2
1191132,1,4,6,4,1
1191386,1,1,6,5,4
1191680,2,5,1,1,3
1191726,2,3,2,1,1
1192486,1,2,2,4,1
1192909,2,1,1,1,1
1193231,2,2,5,5,1
1193968,1,4,2,1,1
1194389,2,4,2,3,4
1194932,1,4,6,5,4
1195079,1,1,1,5,1
1195604,1,1,1,3,1
1196114,2,4,1,2,2
1196117,2,2,3,4,1
1196145,2,2,2,2,1
1196183,2,1,4,3,1
1196372,1,1,2,1,1
1197290,1,1,4,3,1
1197668,1,4,4,5,1
1199126,1,4,2,4,1
1199844,1,1,6,5,2
1200276,1,1,5,3,1
1200420,1,1,5,3,1
1200754,1,4,1,1,1
1200897,2,5,2,2,3
1201112,2,6,1,1,3
1201117,2,3,2,1,2
1201295,2,3,1,2,3
1201465,1,1,2,2,1
1201466,1,3,5,3,2
1201546,1,1,1,1,4
1202495,1,3,2,4,2
1202508,1,6,6,3,4
1270116,1,2,6,4,1
1270594,1,1,3,3,1
1270736,2,4,1,1,2
1270864,1,1,4,2,1
1270892,1,6,3,1,1
1270957,2,2,1,2,1
1271772,1,1,4,4,1
1272269,1,1,1,2,1
1272674,1,2,6,4,1
1272706,1,1,2,5,4
1272781,1,1,1,1,1
1272885,1,1,1,1,1
1273472,2,3,2,2,1
1273517,2,1,4,4,1
1273692,2,2,3,2,1
1274096,1,4,1,1,1
1274122,1,4,1,1,1
1275084,1,1,6,5,1
1275732,1,1,6,3,1
1275893,2,1,2,1,1
1277228,1,1,2,1,4
1277289,2,4,4,2,4
1278020,1,1,3,2,1
1278415,1,1,3,2,1
1278711,2,4,3,3,3
1278873,2,2,1,1,1
1278876,2,3,2,2,1
1279244,1,1,2,2,2
1280234,1,1,3,3,1
1280327,1,1,2,2,1
1281036,2,1,2,2,1
1281108,2,4,3,3,1
1282023,2,1,2,2,1
1282240,1,1,6,3,1
1282472,2,5,3,3,4
1283167,1,4,4,4,1
1284344,2,2,1,2,1
1284431,1,4,5,2,1
1284535,1,1,1,2,1
1285623,2,1,4,4,3
1285805,1,1,3,4,1
1286388,1,6,6,3,3
1287487,1,1,2,1,2
1287578,1,1,6,4,2
1288258,1,1,6,4,1
1289068,2,2,1,1,1
1289260,2,4,4,3,1
1289426,2,1,1,2,1
1289498,2,2,2,2,1
1290132,1,2,5,4,1
1290222,2,3,2,1,1
1290753,2,2,6,5,1
1290943,1,4,2,4,1
1291413,2,6,2,2,4
1291446,2,4,1,1,2
1291463,2,1,2,3,3
1292341,2,4,1,2,2
1292840,2,1,4,4,1
1292882,2,3,4,4,1
1294209,2,3,2,2,2
1294754,2,4,1,2,2
1296828,1,1,5,5,1
1296872,2,1,3,1,2
1297520,2,4,2,2,3
1297521,2,2,2,3,1
1297562,2,1,3,2,2
1297840,1,1,1,2,4
1298124,1,2,6,4,1
1298556,1,1,2,4,1
1298916,1,3,5,3,1
1301831,2,3,1,1,1
1301882,2,3,1,1,2
1302132,2,1,1,2,1
1302279,1,4,5,3,2
1302842,1,1,3,4,1
1302986,1,4,4,4,1
1303213,2,2,3,5,1
1303346,1,1,4,4,2
1304066,1,1,6,4,1
1304618,2,4,2,3,2
1305013,2,3,1,2,2
1305650,1,3,3,4,1
1305783,2,4,1,1,3
1306188,1,1,6,3,1
1306548,1,1,5,4,1
1306991,2,4,2,2,2
1307143,1,6,1,2,4
1307245,2,3,2,2,1
1307351,2,3,3,2,1
1307810,1,1,3,5,1
1307870,1,1,4,5,1
1307954,1,2,2,3,1
1308392,2,2,4,4,1
1308708,1,1,6,4,2
1310164,2,1,1,1,1
1310309,2,4,3,4,2
1311228,1,1,3,4,1
1311261,1,6,4,3,1
1311266,1,1,3,4,2
1311356,1,4,1,2,1
1311358,1,1,1,2,1
1311551,2,1,1,2,1
1312254,2,1,1,1,1
1312425,2,4,3,2,1
1312429,2,1,2,2,1
1313028,1,3,6,4,1
1313127,2,1,2,2,1
1313317,1,1,5,6,1
1313532,1,1,4,6,1
1314213,1,4,6,6,1
1314784,1,1,5,3,1
1314999,2,2,3,4,1
1315346,2,4,1,2,2
1315461,2,4,3,2,4
1315494,2,1,1,1,1
1316097,2,1,2,1,1
1316735,2,6,1,2,1
1316902,1,2,2,6,1
1317333,2,4,2,2,3
1317393,2,1,1,1,1
1317436,2,1,1,1,1
1317743,2,1,1,1,4
1318212,1,2,6,4,1
1319330,1,6,5,6,4
1320534,2,3,1,1,2
1320671,2,1,1,1,1
1320677,2,2,3,2,1
1321130,1,1,5,5,1
1321164,1,1,6,4,1
1321335,2,4,1,1,2
1322119,1,4,5,6,1
1322138,1,4,6,5,1
1322660,1,4,3,2,1
1322793,2,3,3,3,2
1322909,2,4,1,1,2
1322919,2,4,1,1,3
1323485,2,1,1,2,1
1324154,1,2,6,4,1
1325052,1,1,6,5,1
1325573,2,1,2,2,1
1325714,2,2,1,2,1
1325716,2,6,1,1,2
1325744,2,4,2,2,3
1325799,2,2,1,2,1
1326420,1,1,5,3,1
1326530,1,1,5,2,1
1326780,1,1,3,4,1
1326908,1,1,2,2,1
1327086,2,5,6,4,1
1327095,2,1,6,3,2
1394570,1,1,6,4,1
1394662,1,1,2,4,1
1394680,1,4,4,4,1
1394748,1,4,6,6,1
1395007,1,1,1,2,3
1396221,1,4,3,4,1
1396226,1,1,6,4,2
1396562,2,1,4,3,1
1397412,1,4,5,4,2
1398150,2,1,1,2,1
1398333,2,1,1,2,1
1398362,2,2,2,3,1
1398405,2,3,3,2,1
1398997,1,4,2,5,1
1399040,2,1,1,2,1
1399084,2,4,2,3,2
1399322,1,1,3,4,2
1399340,1,4,4,3,4
1399658,2,1,6,3,1
1399846,1,2,2,4,1
1399888,1,5,4,4,4
1400118,1,1,1,1,4
1400167,1,4,2,3,1
1400378,2,6,1,1,3
1400625,2,3,1,2,2
1401200,2,1,3,3,1
1401500,1,1,1,2,1
1401709,2,6,3,4,4
1403117,2,4,4,3,1
1403343,2,5,1,2,3
1403474,2,5,1,2,3
1403550,2,2,3,3,1
1403576,2,2,1,1,1
1403589,2,2,3,2,1
1403781,1,3,3,3,1
1404166,1,1,3,6,1
1404740,1,1,2,3,1
1404805,2,1,6,4,1
1405391,1,4,6,4,2
1405808,2,1,1,2,1
1405853,2,3,1,2,2
1406360,1,4,2,2,2
1406628,1,2,2,4,1
1406666,1,6,5,4,4
1406901,2,5,2,3,1
1407598,1,1,2,2,1
1408068,1,1,6,4,1
1408485,2,3,3,2,1
1408518,2,2,1,2,1
1408535,2,1,1,2,1
1408727,2,2,4,5,4
1408932,1,5,6,4,3
1408951,1,4,1,2,2
1409755,1,1,1,2,2
1410175,1,1,2,2,1
1410588,1,1,6,5,1
1410676,2,1,1,2,1
1410997,2,2,1,2,1
1411513,1,5,1,1,1
1411668,1,1,6,4,1
1411701,1,1,1,2,1
1412604,1,1,2,4,1
1412776,1,1,5,3,1
1412892,1,1,5,4,1
1412948,1,5,1,2,1
1413660,2,1,2,2,1
1413700,2,1,1,2,1
1413719,2,6,1,1,4
1413804,2,2,3,1,1
1414010,1,2,5,4,1
1414676,1,4,4,3,1
1414836,1,1,6,6,3
1415090,1,1,4,4,1
1415173,2,6,6,4,2
1415412,1,1,5,5,1
1415871,2,5,1,1,3
1415943,2,1,2,1,1
1416674,1,1,4,3,1
1416736,1,4,4,3,1
1416757,2,4,1,2,3
1416996,1,1,2,4,1
1417015,1,1,6,3,2
1417256,2,1,4,4,1
1417500,1,1,5,4,1
1417610,1,1,6,6,1
1417861,1,4,6,4,1
1417869,1,1,6,4,1
1419030,2,2,1,1,1
1419170,2,3,1,2,2
1419758,1,1,1,1,1
1419777,2,2,2,2,1
1419842,1,1,4,4,1
1420123,1,1,1,1,1
1420352,2,1,6,4,1
1420596,1,3,5,6,3
1421073,2,4,1,1,2
1421380,2,1,3,3,1
1421399,2,1,3,2,1
1422973,1,4,4,5,1
1423072,1,4,6,5,1
1423336,1,6,1,1,1
1424063,2,4,2,3,2
1424173,2,4,3,2,1
1424212,2,4,1,1,2
1424317,2,4,2,2,2
1424450,1,6,5,4,4
1424917,1,1,3,4,1
1425023,2,2,2,2,1
1426322,1,3,5,4,2
1426549,2,6,1,1,3
1426987,1,1,1,2,1
1427278,1,3,4,6,4
1427887,1,1,2,2,3
1428266,1,1,2,2,1
1428876,1,1,6,4,1
1429037,2,6,3,5,1
1429092,1,1,6,4,1
1429398,2,3,1,1,2
1429444,2,2,3,3,1
1429652,1,2,2,2,1
1430207,2,3,1,4,1
1430277,1,3,1,2,1
1430786,1,1,6,6,1
1431578,1,3,6,5,1
1431676,2,3,2,3,1
1432244,1,1,1,2,1
1432476,1,1,4,6,1
1432536,1,2,1,2,1
1432764,1,1,4,5,4
1433339,1,4,5,6,1
1433486,1,1,1,1,1
1434393,2,4,1,2,2
1434599,2,1,1,3,1
1434608,2,1,2,3,1
1435271,1,1,3,3,1
1436134,1,4,2,4,2
1436402,1,1,6,6,4
1436710,1,2,4,5,1
1437070,1,1,4,6,1
1437530,2,5,3,2,4
1437694,1,1,2,4,4
1437760,1,1,6,5,1
1438439,1,1,2,4,1
1438452,1,1,2,5,4
1438629,1,4,6,6,4
1438868,1,1,1,2,1
1438877,1,1,5,4,2
1439836,2,1,3,6,3
1440556,2,3,2,3,2
1441077,1,1,2,3,1
1441101,2,6,6,4,1
1441462,1,1,4,5,1
1442614,1,2,3,4,1
1442875,1,1,2,4,4
1443177,2,3,4,5,1
1443903,1,1,3,3,2
1444402,1,1,1,2,1
1444544,2,2,2,3,2
1444586,2,1,2,4,1
1444607,2,4,2,3,2
1445015,2,1,4,6,2
1445364,1,1,6,6,1
1446273,2,1,6,6,2
1446316,2,4,6,6,1
1446410,1,5,6,6,1
1446812,1,1,2,3,3
1447055,2,1,1,1,3
1447111,1,1,1,2,1
1447212,2,3,1,2,2
1447325,2,3,1,2,1
1447503,1,4,3,5,1
1447831,1,5,2,4,4
1448014,1,1,3,4,4
1448015,1,1,1,2,1
1448088,1,1,4,6,1
1448138,1,4,4,5,2
1448453,1,1,1,3,1
1448879,1,1,4,6,2
1448938,1,4,6,6,4
1449139,1,1,2,3,1
1449794,1,1,5,6,3
1450236,2,1,5,4,1
1450274,2,2,1,3,1
1451396,1,1,2,3,1
1451501,2,4,1,3,1
1519417,1,1,2,3,1
1519559,2,2,5,2,1
1519634,1,2,5,4,1
1519714,1,1,2,1,1
1520028,1,1,4,6,4
1520374,1,1,3,3,1
1520516,1,6,3,3,3
1520560,1,1,4,3,1
1520565,1,4,1,2,2
1520642,1,1,4,5,1
1520991,2,1,3,3,1
1521022,1,1,2,5,4
1521638,1,1,1,3,1
1521686,1,1,1,1,1
1522908,1,3,6,4,1
1523378,1,1,2,5,1
1523502,2,2,2,2,1
1523738,1,1,3,4,2
1524693,2,1,2,2,1
1525013,2,1,1,2,1
1525742,1,2,3,4,2
1526133,2,2,2,3,1
1528150,1,1,4,2,1
1528679,2,1,3,4,1
1529362,1,1,2,1,2
1529718,1,4,1,3,1
1529865,2,1,1,1,1
1530228,2,1,1,2,1
1530268,2,6,2,2,3
1531586,1,4,4,6,2
1531936,1,1,6,5,1
1532162,1,2,5,4,1
1532492,1,1,1,2,4
1532526,1,5,1,3,1
1533176,2,3,1,1,2
1533181,2,6,2,2,3
1533242,1,1,5,5,1
1534405,2,5,6,5,1
1535140,2,1,3,2,1
1535165,2,4,2,2,2
1535356,2,1,2,2,1
1535421,2,4,1,2,2
1535450,2,1,2,2,1
1535914,1,6,3,3,4
1536050,1,1,2,3,1
1536140,1,1,3,5,3
1536156,1,1,4,3,2
1536444,1,1,4,4,1
1536948,1,1,2,4,1
1537058,1,1,6,6,1
1537081,1,4,4,4,1
1537165,1,3,1,1,1
1537236,1,1,4,5,1
1538216,2,1,1,2,1
1538399,2,2,1,2,1
1538464,1,1,1,1,1
1539009,2,3,2,2,2
